"Tabela 185 - Domicílios particulares permanentes por situação e número de moradores"
"Variável - Domicílios particulares permanentes - percentual do total geral"
"Cód.";"Brasil e Município";"Número de moradores";"Ano x Situação do domicílio"
"Cód.";"Brasil e Município";"Número de moradores";"2010"
"Cód.";"Brasil e Município";"Número de moradores";"Urbana"
"2101731";"Belágua (MA)";"Total";"50,59"
"2101772";"Bela Vista do Maranhão (MA)";"Total";"43,42"
"2101806";"Benedito Leite (MA)";"Total";"49,96"
"2101905";"Bequimão (MA)";"Total";"32,14"
"2101939";"Bernardo do Mearim (MA)";"Total";"41,04"
"2101970";"Boa Vista do Gurupi (MA)";"Total";"70,45"
"2102002";"Bom Jardim (MA)";"Total";"42,99"
"2102036";"Bom Jesus das Selvas (MA)";"Total";"48,46"
"2102077";"Bom Lugar (MA)";"Total";"26,99"
"2102101";"Brejo (MA)";"Total";"38,28"
"2102150";"Brejo de Areia (MA)";"Total";"53,14"
"2102200";"Buriti (MA)";"Total";"34,14"
"2102309";"Buriti Bravo (MA)";"Total";"74,60"
"2102325";"Buriticupu (MA)";"Total";"55,81"
"2102358";"Buritirana (MA)";"Total";"29,22"
"2102374";"Cachoeira Grande (MA)";"Total";"46,27"
"2102408";"Cajapió (MA)";"Total";"39,61"
"2102507";"Cajari (MA)";"Total";"25,26"
"2102556";"Campestre do Maranhão (MA)";"Total";"79,96"
"2102606";"Cândido Mendes (MA)";"Total";"64,77"
"2102705";"Cantanhede (MA)";"Total";"65,08"
"2102754";"Capinzal do Norte (MA)";"Total";"55,14"
"2102804";"Carolina (MA)";"Total";"70,11"
"2102903";"Carutapera (MA)";"Total";"74,31"
"2103000";"Caxias (MA)";"Total";"76,67"
"2103109";"Cedral (MA)";"Total";"22,95"
"2103125";"Central do Maranhão (MA)";"Total";"51,95"
"2103158";"Centro do Guilherme (MA)";"Total";"56,00"
"2103174";"Centro Novo do Maranhão (MA)";"Total";"33,86"
"2103208";"Chapadinha (MA)";"Total";"73,54"
"2103257";"Cidelândia (MA)";"Total";"43,47"
"2103307";"Codó (MA)";"Total";"68,81"
"2103406";"Coelho Neto (MA)";"Total";"83,59"
"2103505";"Colinas (MA)";"Total";"66,50"
"2103554";"Conceição do Lago-Açu (MA)";"Total";"48,70"
"2103604";"Coroatá (MA)";"Total";"71,58"
"2103703";"Cururupu (MA)";"Total";"67,22"
"2103752";"Davinópolis (MA)";"Total";"82,76"
"2103802";"Dom Pedro (MA)";"Total";"68,73"
"2103901";"Duque Bacelar (MA)";"Total";"53,19"
"2104008";"Esperantinópolis (MA)";"Total";"57,13"
"2104057";"Estreito (MA)";"Total";"74,59"
"2104073";"Feira Nova do Maranhão (MA)";"Total";"26,57"
"2104081";"Fernando Falcão (MA)";"Total";"19,72"
"2104099";"Formosa da Serra Negra (MA)";"Total";"35,28"
"2104107";"Fortaleza dos Nogueiras (MA)";"Total";"61,33"
"2104206";"Fortuna (MA)";"Total";"65,16"
"2104305";"Godofredo Viana (MA)";"Total";"66,33"
"2104404";"Gonçalves Dias (MA)";"Total";"46,33"
"2104503";"Governador Archer (MA)";"Total";"68,34"
"2104552";"Governador Edison Lobão (MA)";"Total";"44,38"
"2104602";"Governador Eugênio Barros (MA)";"Total";"31,59"
"2104628";"Governador Luiz Rocha (MA)";"Total";"71,83"
"2104651";"Governador Newton Bello (MA)";"Total";"37,38"
"2104677";"Governador Nunes Freire (MA)";"Total";"64,51"
"2104701";"Graça Aranha (MA)";"Total";"47,35"
"2104800";"Grajaú (MA)";"Total";"61,02"
"2104909";"Guimarães (MA)";"Total";"56,76"
"2105005";"Humberto de Campos (MA)";"Total";"39,43"
"2105104";"Icatu (MA)";"Total";"31,34"
"2105153";"Igarapé do Meio (MA)";"Total";"52,17"
"2105203";"Igarapé Grande (MA)";"Total";"61,93"
"2105302";"Imperatriz (MA)";"Total";"94,97"
"2105351";"Itaipava do Grajaú (MA)";"Total";"30,95"
"2105401";"Itapecuru Mirim (MA)";"Total";"56,49"
"2105427";"Itinga do Maranhão (MA)";"Total";"70,83"
"2105450";"Jatobá (MA)";"Total";"44,39"
"2105476";"Jenipapo dos Vieiras (MA)";"Total";"18,94"
"2105500";"João Lisboa (MA)";"Total";"75,65"
"2105609";"Joselândia (MA)";"Total";"41,66"
"2105658";"Junco do Maranhão (MA)";"Total";"71,81"
"2105708";"Lago da Pedra (MA)";"Total";"67,50"
"2105807";"Lago do Junco (MA)";"Total";"39,34"
"2105906";"Lago Verde (MA)";"Total";"34,74"
"2105922";"Lagoa do Mato (MA)";"Total";"39,68"
"2105948";"Lago dos Rodrigues (MA)";"Total";"64,68"
"2105963";"Lagoa Grande do Maranhão (MA)";"Total";"54,20"
"2105989";"Lajeado Novo (MA)";"Total";"48,83"
"2106003";"Lima Campos (MA)";"Total";"62,01"
"2106102";"Loreto (MA)";"Total";"57,64"
"2106201";"Luís Domingues (MA)";"Total";"85,44"
"2106300";"Magalhães de Almeida (MA)";"Total";"52,60"
"2106326";"Maracaçumé (MA)";"Total";"82,34"
"2106359";"Marajá do Sena (MA)";"Total";"14,78"
"2106375";"Maranhãozinho (MA)";"Total";"64,62"
"2106409";"Mata Roma (MA)";"Total";"49,62"
"2106508";"Matinha (MA)";"Total";"40,91"
"2106607";"Matões (MA)";"Total";"43,74"
"2106631";"Matões do Norte (MA)";"Total";"34,95"
"2106672";"Milagres do Maranhão (MA)";"Total";"22,68"
"2106706";"Mirador (MA)";"Total";"47,83"
"2106755";"Miranda do Norte (MA)";"Total";"81,35"
"2106805";"Mirinzal (MA)";"Total";"64,07"
"2106904";"Monção (MA)";"Total";"36,54"
"2107001";"Montes Altos (MA)";"Total";"56,78"
"2107100";"Morros (MA)";"Total";"41,41"
"2107209";"Nina Rodrigues (MA)";"Total";"37,40"
"2107258";"Nova Colinas (MA)";"Total";"46,97"
"2107308";"Nova Iorque (MA)";"Total";"63,05"
"2107357";"Nova Olinda do Maranhão (MA)";"Total";"62,83"
"2107407";"Olho d'Água das Cunhãs (MA)";"Total";"53,21"
"2107456";"Olinda Nova do Maranhão (MA)";"Total";"45,78"
"2107506";"Paço do Lumiar (MA)";"Total";"76,10"
"2107605";"Palmeirândia (MA)";"Total";"19,18"
"2107704";"Paraibano (MA)";"Total";"78,18"
"2107803";"Parnarama (MA)";"Total";"39,88"
"2107902";"Passagem Franca (MA)";"Total";"61,14"
"2108009";"Pastos Bons (MA)";"Total";"67,34"
"2108058";"Paulino Neves (MA)";"Total";"33,39"
"2108108";"Paulo Ramos (MA)";"Total";"55,37"
"2108207";"Pedreiras (MA)";"Total";"84,13"
"2108256";"Pedro do Rosário (MA)";"Total";"25,74"
"2108306";"Penalva (MA)";"Total";"50,17"
"2108405";"Peri Mirim (MA)";"Total";"28,52"
"2108454";"Peritoró (MA)";"Total";"36,54"
"2108504";"Pindaré-Mirim (MA)";"Total";"73,01"
"2108603";"Pinheiro (MA)";"Total";"60,61"
"2108702";"Pio XII (MA)";"Total";"58,85"
"2108801";"Pirapemas (MA)";"Total";"66,07"
"2108900";"Poção de Pedras (MA)";"Total";"45,43"
"2109007";"Porto Franco (MA)";"Total";"78,55"
"2109056";"Porto Rico do Maranhão (MA)";"Total";"38,08"
"2109106";"Presidente Dutra (MA)";"Total";"72,08"
"2109205";"Presidente Juscelino (MA)";"Total";"35,03"
"2109239";"Presidente Médici (MA)";"Total";"62,93"
"2109270";"Presidente Sarney (MA)";"Total";"25,47"
"2109304";"Presidente Vargas (MA)";"Total";"43,97"
"2109403";"Primeira Cruz (MA)";"Total";"32,74"
"2109452";"Raposa (MA)";"Total";"62,65"
"2109502";"Riachão (MA)";"Total";"53,00"
"2109551";"Ribamar Fiquene (MA)";"Total";"51,48"
"2109601";"Rosário (MA)";"Total";"59,91"
"2109700";"Sambaíba (MA)";"Total";"51,13"
"2109759";"Santa Filomena do Maranhão (MA)";"Total";"33,11"
"2109809";"Santa Helena (MA)";"Total";"53,09"
"2109908";"Santa Inês (MA)";"Total";"94,84"
"2110005";"Santa Luzia (MA)";"Total";"36,82"
"2110039";"Santa Luzia do Paruá (MA)";"Total";"56,26"
"2110104";"Santa Quitéria do Maranhão (MA)";"Total";"50,83"
"2110203";"Santa Rita (MA)";"Total";"47,13"
"2110237";"Santana do Maranhão (MA)";"Total";"18,92"
"2110278";"Santo Amaro do Maranhão (MA)";"Total";"29,84"
"2110302";"Santo Antônio dos Lopes (MA)";"Total";"41,89"
"2110401";"São Benedito do Rio Preto (MA)";"Total";"64,46"
"2110500";"São Bento (MA)";"Total";"59,85"
"2110609";"São Bernardo (MA)";"Total";"46,01"
"2110658";"São Domingos do Azeitão (MA)";"Total";"70,28"
"2110708";"São Domingos do Maranhão (MA)";"Total";"54,34"
"2110807";"São Félix de Balsas (MA)";"Total";"36,47"
"2110856";"São Francisco do Brejão (MA)";"Total";"48,56"
"2110906";"São Francisco do Maranhão (MA)";"Total";"35,44"
"2111003";"São João Batista (MA)";"Total";"28,88"
"2111029";"São João do Carú (MA)";"Total";"52,24"
"2111052";"São João do Paraíso (MA)";"Total";"51,29"
"2111078";"São João do Soter (MA)";"Total";"37,86"
"2111102";"São João dos Patos (MA)";"Total";"82,49"
"2111201";"São José de Ribamar (MA)";"Total";"20,65"
"2111250";"São José dos Basílios (MA)";"Total";"41,43"
"2111300";"São Luís (MA)";"Total";"94,79"
"2111409";"São Luís Gonzaga do Maranhão (MA)";"Total";"41,20"
"2111508";"São Mateus do Maranhão (MA)";"Total";"74,34"
"2111532";"São Pedro da Água Branca (MA)";"Total";"89,08"
"2111573";"São Pedro dos Crentes (MA)";"Total";"57,19"
"2111607";"São Raimundo das Mangabeiras (MA)";"Total";"72,01"
"2111631";"São Raimundo do Doca Bezerra (MA)";"Total";"30,23"
"2111672";"São Roberto (MA)";"Total";"49,39"
"2111706";"São Vicente Ferrer (MA)";"Total";"27,53"
"2111722";"Satubinha (MA)";"Total";"35,04"
"2111748";"Senador Alexandre Costa (MA)";"Total";"61,45"
"2111763";"Senador La Rocque (MA)";"Total";"49,54"
"2111789";"Serrano do Maranhão (MA)";"Total";"40,42"
"2111805";"Sítio Novo (MA)";"Total";"33,18"
"2111904";"Sucupira do Norte (MA)";"Total";"47,56"
"2111953";"Sucupira do Riachão (MA)";"Total";"62,95"
"2112001";"Tasso Fragoso (MA)";"Total";"61,52"
"2112100";"Timbiras (MA)";"Total";"63,48"
"2112209";"Timon (MA)";"Total";"86,68"
"2112233";"Trizidela do Vale (MA)";"Total";"86,14"
"2112274";"Tufilândia (MA)";"Total";"50,62"
"2112308";"Tuntum (MA)";"Total";"48,32"
"2112407";"Turiaçu (MA)";"Total";"33,72"
"2112456";"Turilândia (MA)";"Total";"47,09"
"2112506";"Tutóia (MA)";"Total";"36,87"
"2112605";"Urbano Santos (MA)";"Total";"70,57"
"2112704";"Vargem Grande (MA)";"Total";"56,97"
"2112803";"Viana (MA)";"Total";"54,98"
"2112852";"Vila Nova dos Martírios (MA)";"Total";"57,09"
"2112902";"Vitória do Mearim (MA)";"Total";"50,27"
"2113009";"Vitorino Freire (MA)";"Total";"52,64"
"2114007";"Zé Doca (MA)";"Total";"64,01"
"2200053";"Acauã (PI)";"Total";"14,17"
"2200103";"Agricolândia (PI)";"Total";"71,56"
"2200202";"Água Branca (PI)";"Total";"88,88"
"2200251";"Alagoinha do Piauí (PI)";"Total";"38,82"
"2200277";"Alegrete do Piauí (PI)";"Total";"58,33"
"2200301";"Alto Longá (PI)";"Total";"51,03"
"2200400";"Altos (PI)";"Total";"71,69"
"2200459";"Alvorada do Gurguéia (PI)";"Total";"37,66"
"2200509";"Amarante (PI)";"Total";"53,05"
"2200608";"Angical do Piauí (PI)";"Total";"78,90"
"2200707";"Anísio de Abreu (PI)";"Total";"51,54"
"2200806";"Antônio Almeida (PI)";"Total";"73,01"
"2200905";"Aroazes (PI)";"Total";"61,61"
"2200954";"Aroeiras do Itaim (PI)";"Total";"9,87"
"2201002";"Arraial (PI)";"Total";"53,20"
"2201051";"Assunção do Piauí (PI)";"Total";"46,61"
"2201101";"Avelino Lopes (PI)";"Total";"63,25"
"2201150";"Baixa Grande do Ribeiro (PI)";"Total";"62,78"
"2201176";"Barra D'Alcântara (PI)";"Total";"55,06"
"2201200";"Barras (PI)";"Total";"50,85"
"2201309";"Barreiras do Piauí (PI)";"Total";"60,55"
"2201408";"Barro Duro (PI)";"Total";"74,85"
"2201507";"Batalha (PI)";"Total";"39,61"
"2201556";"Bela Vista do Piauí (PI)";"Total";"37,18"
"2201572";"Belém do Piauí (PI)";"Total";"53,38"
"2201606";"Beneditinos (PI)";"Total";"63,84"
"2201705";"Bertolínia (PI)";"Total";"75,24"
"2201739";"Betânia do Piauí (PI)";"Total";"30,46"
"2201770";"Boa Hora (PI)";"Total";"25,79"
"2201804";"Bocaina (PI)";"Total";"40,93"
"2201903";"Bom Jesus (PI)";"Total";"79,01"
"2201919";"Bom Princípio do Piauí (PI)";"Total";"32,86"
"2201929";"Bonfim do Piauí (PI)";"Total";"31,55"
"2201945";"Boqueirão do Piauí (PI)";"Total";"43,55"
"2201960";"Brasileira (PI)";"Total";"44,74"
"2201988";"Brejo do Piauí (PI)";"Total";"40,10"
"2202000";"Buriti dos Lopes (PI)";"Total";"55,84"
"2202026";"Buriti dos Montes (PI)";"Total";"31,13"
"2202059";"Cabeceiras do Piauí (PI)";"Total";"17,13"
"2202075";"Cajazeiras do Piauí (PI)";"Total";"34,41"
"2202083";"Cajueiro da Praia (PI)";"Total";"39,25"
"2202091";"Caldeirão Grande do Piauí (PI)";"Total";"31,54"
"2202109";"Campinas do Piauí (PI)";"Total";"34,73"
"2202117";"Campo Alegre do Fidalgo (PI)";"Total";"28,86"
"2202133";"Campo Grande do Piauí (PI)";"Total";"28,98"
"2202174";"Campo Largo do Piauí (PI)";"Total";"22,45"
"2202208";"Campo Maior (PI)";"Total";"75,38"
"2202251";"Canavieira (PI)";"Total";"44,35"
"2202307";"Canto do Buriti (PI)";"Total";"57,31"
"2202406";"Capitão de Campos (PI)";"Total";"59,09"
"2202455";"Capitão Gervásio Oliveira (PI)";"Total";"31,29"
"2202505";"Caracol (PI)";"Total";"41,20"
"2202539";"Caraúbas do Piauí (PI)";"Total";"20,44"
"2202554";"Caridade do Piauí (PI)";"Total";"33,69"
"2202604";"Castelo do Piauí (PI)";"Total";"65,43"
"2202653";"Caxingó (PI)";"Total";"20,76"
"2202703";"Cocal (PI)";"Total";"47,76"
"2202711";"Cocal de Telha (PI)";"Total";"61,07"
"2202729";"Cocal dos Alves (PI)";"Total";"34,47"
"2202737";"Coivaras (PI)";"Total";"33,30"
"2202752";"Colônia do Gurguéia (PI)";"Total";"79,98"
"2202778";"Colônia do Piauí (PI)";"Total";"37,29"
"2202802";"Conceição do Canindé (PI)";"Total";"54,69"
"2202851";"Coronel José Dias (PI)";"Total";"32,55"
"2202901";"Corrente (PI)";"Total";"63,91"
"2203008";"Cristalândia do Piauí (PI)";"Total";"40,59"
"2203107";"Cristino Castro (PI)";"Total";"73,30"
"2203206";"Curimatá (PI)";"Total";"67,09"
"2203230";"Currais (PI)";"Total";"20,95"
"2203255";"Curralinhos (PI)";"Total";"32,40"
"2203271";"Curral Novo do Piauí (PI)";"Total";"30,84"
"2203305";"Demerval Lobão (PI)";"Total";"82,41"
"2203354";"Dirceu Arcoverde (PI)";"Total";"36,33"
"2203404";"Dom Expedito Lopes (PI)";"Total";"54,47"
"2203420";"Domingos Mourão (PI)";"Total";"25,75"
"2203453";"Dom Inocêncio (PI)";"Total";"23,50"
"2203503";"Elesbão Veloso (PI)";"Total";"71,44"
"2203602";"Eliseu Martins (PI)";"Total";"81,46"
"2203701";"Esperantina (PI)";"Total";"63,19"
"2203750";"Fartura do Piauí (PI)";"Total";"27,95"
"2203800";"Flores do Piauí (PI)";"Total";"48,69"
"2203859";"Floresta do Piauí (PI)";"Total";"36,66"
"2203909";"Floriano (PI)";"Total";"87,03"
"2204006";"Francinópolis (PI)";"Total";"63,97"
"2204105";"Francisco Ayres (PI)";"Total";"50,94"
"2204154";"Francisco Macedo (PI)";"Total";"40,97"
"2204204";"Francisco Santos (PI)";"Total";"48,21"
"2204303";"Fronteiras (PI)";"Total";"66,44"
"2204352";"Geminiano (PI)";"Total";"22,51"
"2204402";"Gilbués (PI)";"Total";"61,23"
"2204501";"Guadalupe (PI)";"Total";"95,58"
"2204550";"Guaribas (PI)";"Total";"32,00"
"2204600";"Hugo Napoleão (PI)";"Total";"82,21"
"2204659";"Ilha Grande (PI)";"Total";"84,50"
"2204709";"Inhuma (PI)";"Total";"49,71"
"2204808";"Ipiranga do Piauí (PI)";"Total";"62,16"
"2204907";"Isaías Coelho (PI)";"Total";"23,13"
"2205003";"Itainópolis (PI)";"Total";"23,39"
"2205102";"Itaueira (PI)";"Total";"57,46"
"2205151";"Jacobina do Piauí (PI)";"Total";"19,25"
"2205201";"Jaicós (PI)";"Total";"49,64"
"2205250";"Jardim do Mulato (PI)";"Total";"28,77"
"2205276";"Jatobá do Piauí (PI)";"Total";"20,25"
"2205300";"Jerumenha (PI)";"Total";"54,58"
"2205359";"João Costa (PI)";"Total";"24,79"
"2205409";"Joaquim Pires (PI)";"Total";"32,71"
"2205458";"Joca Marques (PI)";"Total";"34,20"
"2205508";"José de Freitas (PI)";"Total";"58,82"
"2205516";"Juazeiro do Piauí (PI)";"Total";"32,82"
"2205524";"Júlio Borges (PI)";"Total";"31,64"
"2205532";"Jurema (PI)";"Total";"19,84"
"2205540";"Lagoinha do Piauí (PI)";"Total";"59,35"
"2205557";"Lagoa Alegre (PI)";"Total";"38,56"
"2205565";"Lagoa do Barro do Piauí (PI)";"Total";"24,33"
"2205573";"Lagoa de São Francisco (PI)";"Total";"32,39"
"2205581";"Lagoa do Piauí (PI)";"Total";"44,54"
"2205599";"Lagoa do Sítio (PI)";"Total";"36,34"
"2205607";"Landri Sales (PI)";"Total";"75,11"
"2205706";"Luís Correia (PI)";"Total";"43,12"
"2205805";"Luzilândia (PI)";"Total";"53,76"
"2205854";"Madeiro (PI)";"Total";"42,75"
"2205904";"Manoel Emídio (PI)";"Total";"64,36"
"2205953";"Marcolândia (PI)";"Total";"87,38"
"2206001";"Marcos Parente (PI)";"Total";"84,58"
"2206050";"Massapê do Piauí (PI)";"Total";"17,72"
"2206100";"Matias Olímpio (PI)";"Total";"47,84"
"2206209";"Miguel Alves (PI)";"Total";"35,20"
"2206308";"Miguel Leão (PI)";"Total";"67,48"
"2206357";"Milton Brandão (PI)";"Total";"26,05"
"2206407";"Monsenhor Gil (PI)";"Total";"52,94"
"2206506";"Monsenhor Hipólito (PI)";"Total";"49,49"
"2206605";"Monte Alegre do Piauí (PI)";"Total";"31,54"
"2206654";"Morro Cabeça no Tempo (PI)";"Total";"38,80"
"2206670";"Morro do Chapéu do Piauí (PI)";"Total";"37,01"
"2206696";"Murici dos Portelas (PI)";"Total";"21,08"
"2206704";"Nazaré do Piauí (PI)";"Total";"50,52"
"2206720";"Nazária (PI)";"Total";"20,46"
"2206753";"Nossa Senhora de Nazaré (PI)";"Total";"29,24"
"2206803";"Nossa Senhora dos Remédios (PI)";"Total";"46,27"
"2206902";"Novo Oriente do Piauí (PI)";"Total";"52,71"
"2206951";"Novo Santo Antônio (PI)";"Total";"30,89"
"2207009";"Oeiras (PI)";"Total";"63,17"
"2207108";"Olho D'Água do Piauí (PI)";"Total";"43,92"
"2207207";"Padre Marcos (PI)";"Total";"38,61"
"2207306";"Paes Landim (PI)";"Total";"58,39"
"2207355";"Pajeú do Piauí (PI)";"Total";"46,16"
"2207405";"Palmeira do Piauí (PI)";"Total";"36,87"
"2207504";"Palmeirais (PI)";"Total";"38,74"
"2207553";"Paquetá (PI)";"Total";"13,53"
"2207603";"Parnaguá (PI)";"Total";"53,85"
"2207702";"Parnaíba (PI)";"Total";"94,78"
"2207751";"Passagem Franca do Piauí (PI)";"Total";"53,60"
"2207777";"Patos do Piauí (PI)";"Total";"28,59"
"2207793";"Pau D'Arco do Piauí (PI)";"Total";"16,20"
"2207801";"Paulistana (PI)";"Total";"58,08"
"2207850";"Pavussu (PI)";"Total";"49,72"
"2207900";"Pedro II (PI)";"Total";"62,68"
"2207934";"Pedro Laurentino (PI)";"Total";"36,49"
"2207959";"Nova Santa Rita (PI)";"Total";"18,57"
"2208007";"Picos (PI)";"Total";"80,03"
"2208106";"Pimenteiras (PI)";"Total";"42,09"
"2208205";"Pio IX (PI)";"Total";"32,74"
"2208304";"Piracuruca (PI)";"Total";"72,54"
"2208403";"Piripiri (PI)";"Total";"73,55"
"2208502";"Porto (PI)";"Total";"65,60"
"2208551";"Porto Alegre do Piauí (PI)";"Total";"67,36"
"2208601";"Prata do Piauí (PI)";"Total";"82,86"
"2208650";"Queimada Nova (PI)";"Total";"16,52"
"2208700";"Redenção do Gurguéia (PI)";"Total";"64,99"
"2208809";"Regeneração (PI)";"Total";"78,80"
"2208858";"Riacho Frio (PI)";"Total";"53,08"
"2208874";"Ribeira do Piauí (PI)";"Total";"26,85"
"2208908";"Ribeiro Gonçalves (PI)";"Total";"66,38"
"2209005";"Rio Grande do Piauí (PI)";"Total";"66,68"
"2209104";"Santa Cruz do Piauí (PI)";"Total";"67,74"
"2209153";"Santa Cruz dos Milagres (PI)";"Total";"57,96"
"2209203";"Santa Filomena (PI)";"Total";"59,71"
"2209302";"Santa Luz (PI)";"Total";"56,77"
"2209351";"Santana do Piauí (PI)";"Total";"39,56"
"2209377";"Santa Rosa do Piauí (PI)";"Total";"73,32"
"2209401";"Santo Antônio de Lisboa (PI)";"Total";"66,05"
"2209450";"Santo Antônio dos Milagres (PI)";"Total";"37,29"
"2209500";"Santo Inácio do Piauí (PI)";"Total";"64,12"
"2209559";"São Braz do Piauí (PI)";"Total";"23,41"
"2209609";"São Félix do Piauí (PI)";"Total";"55,81"
"2209658";"São Francisco de Assis do Piauí (PI)";"Total";"30,03"
"2209708";"São Francisco do Piauí (PI)";"Total";"32,58"
"2209757";"São Gonçalo do Gurguéia (PI)";"Total";"45,77"
"2209807";"São Gonçalo do Piauí (PI)";"Total";"70,65"
"2209856";"São João da Canabrava (PI)";"Total";"29,80"
"2209872";"São João da Fronteira (PI)";"Total";"44,01"
"2209906";"São João da Serra (PI)";"Total";"58,60"
"2209955";"São João da Varjota (PI)";"Total";"30,80"
"2209971";"São João do Arraial (PI)";"Total";"52,44"
"2210003";"São João do Piauí (PI)";"Total";"71,65"
"2210052";"São José do Divino (PI)";"Total";"56,49"
"2210102";"São José do Peixe (PI)";"Total";"51,32"
"2210201";"São José do Piauí (PI)";"Total";"31,14"
"2210300";"São Julião (PI)";"Total";"42,19"
"2210359";"São Lourenço do Piauí (PI)";"Total";"25,37"
"2210375";"São Luis do Piauí (PI)";"Total";"32,97"
"2210383";"São Miguel da Baixa Grande (PI)";"Total";"69,13"
"2210391";"São Miguel do Fidalgo (PI)";"Total";"37,21"
"2210409";"São Miguel do Tapuio (PI)";"Total";"39,12"
"2210508";"São Pedro do Piauí (PI)";"Total";"60,68"
"2210607";"São Raimundo Nonato (PI)";"Total";"65,50"
"2210623";"Sebastião Barros (PI)";"Total";"31,50"
"2210631";"Sebastião Leal (PI)";"Total";"47,21"
"2210656";"Sigefredo Pacheco (PI)";"Total";"34,31"
"2210706";"Simões (PI)";"Total";"42,63"
"2210805";"Simplício Mendes (PI)";"Total";"60,82"
"2210904";"Socorro do Piauí (PI)";"Total";"37,11"
"2210938";"Sussuapara (PI)";"Total";"26,10"
"2210953";"Tamboril do Piauí (PI)";"Total";"55,34"
"2210979";"Tanque do Piauí (PI)";"Total";"48,25"
"2211001";"Teresina (PI)";"Total";"94,57"
"2211100";"União (PI)";"Total";"49,96"
"2211209";"Uruçuí (PI)";"Total";"76,83"
"2211308";"Valença do Piauí (PI)";"Total";"78,44"
"2211357";"Várzea Branca (PI)";"Total";"25,57"
"2211407";"Várzea Grande (PI)";"Total";"60,80"
"2211506";"Vera Mendes (PI)";"Total";"35,75"
"2211605";"Vila Nova do Piauí (PI)";"Total";"26,10"
"2211704";"Wall Ferraz (PI)";"Total";"30,64"
"2300101";"Abaiara (CE)";"Total";"44,76"
"2300150";"Acarape (CE)";"Total";"52,10"
"2300200";"Acaraú (CE)";"Total";"50,44"
"2300309";"Acopiara (CE)";"Total";"52,38"
"2300408";"Aiuaba (CE)";"Total";"28,12"
"2300507";"Alcântaras (CE)";"Total";"34,15"
"2300606";"Altaneira (CE)";"Total";"74,92"
"2300705";"Alto Santo (CE)";"Total";"50,89"
"2300754";"Amontada (CE)";"Total";"43,36"
"2300804";"Antonina do Norte (CE)";"Total";"74,78"
"2300903";"Apuiarés (CE)";"Total";"42,48"
"2301000";"Aquiraz (CE)";"Total";"93,99"
"2301109";"Aracati (CE)";"Total";"64,87"
"2301208";"Aracoiaba (CE)";"Total";"55,54"
"2301257";"Ararendá (CE)";"Total";"48,68"
"2301307";"Araripe (CE)";"Total";"64,33"
"2301406";"Aratuba (CE)";"Total";"34,40"
"2301505";"Arneiroz (CE)";"Total";"54,12"
"2301604";"Assaré (CE)";"Total";"56,28"
"2301703";"Aurora (CE)";"Total";"49,80"
"2301802";"Baixio (CE)";"Total";"55,84"
"2301851";"Banabuiú (CE)";"Total";"52,90"
"2301901";"Barbalha (CE)";"Total";"70,05"
"2301950";"Barreira (CE)";"Total";"42,58"
"2302008";"Barro (CE)";"Total";"62,74"
"2302057";"Barroquinha (CE)";"Total";"70,18"
"2302107";"Baturité (CE)";"Total";"74,80"
"2302206";"Beberibe (CE)";"Total";"44,68"
"2302305";"Bela Cruz (CE)";"Total";"44,94"
"2302404";"Boa Viagem (CE)";"Total";"53,50"
"2302503";"Brejo Santo (CE)";"Total";"65,05"
